id,production_company
87428,Columbia Pictures
87428,Happy Madison Productions
87428,Relativity Media
8840,Universal Pictures
10589,New Line Cinema
10589,Contrafilm
10589,Firm Films
71676,Columbia Pictures
71676,Imagenation Abu Dhabi FZ
71676,Marvel Entertainment
71676,Marvel Knights
71676,Hyde Park Entertainment
71676,Crystal Sky Pictures
71676,Michael De Luca Productions
1722,Miramax Films
1722,Universal Pictures
10022,Walt Disney Pictures
10022,Spyglass Entertainment
11358,Metro-Goldwyn-Mayer (MGM)
11358,Mandeville Films
11358,WWE Studios
11358,Hyde Park Entertainment
11358,Burke/Samples/Foster Productions
11358,Cub Eight Productions
13,Paramount Pictures
6477,Dune Entertainment
6477,Regency Enterprises
6477,Fox 2000 Pictures
6477,Bagdasarian Productions
1597,DreamWorks SKG
1597,Universal Pictures
1597,Tribeca Productions
1597,Nancy Tenenbaum Films
10530,Walt Disney Pictures
10530,Walt Disney Feature Animation
1924,Warner Bros.
1924,Dovemead Films
1924,Film Export A.G.
9327,Imagine Entertainment
9327,Universal Pictures
8488,Columbia Pictures Corporation
8488,Overbrook Entertainment
10603,Walt Disney Pictures
10603,Mandeville Films
8273,Universal Pictures
8273,Zide-Perry Productions
8273,LivePlanet
8273,Loumolo & Co.
109424,Columbia Pictures
35056,Twentieth Century Fox Film Corporation
35056,Dune Entertainment
35056,21 Laps Entertainment
8839,Universal Pictures
8839,Amblin Entertainment
8839,The Harvey Entertainment Company
156022,Columbia Pictures
156022,Village Roadshow Pictures
156022,Escape Artists
156022,Mace Neufeld Productions
156022,LStar Capital
156022,Lonetree Entertainment
7303,Red Om Films
8963,Hollywood Pictures
8963,Don Simpson/Jerry Bruckheimer Films
1402,Columbia Pictures Corporation
1402,Escape Artists
1402,Relativity Media
1402,Overbrook Entertainment
9315,Imagine Entertainment
9315,Touchstone Pictures
8984,Warner Bros.
8984,Baltimore Pictures
795,Atlas Entertainment
795,Regency Enterprises
795,Monarchy Enterprises B.V.
795,Warner Bros.
795,Taurus Film
24,Miramax Films
24,A Band Apart
24,Super Cool ManChu
11353,Universal Pictures
393,Miramax Films
393,A Band Apart
393,Super Cool ManChu
9618,Warner Bros.
9374,Universal Pictures
8584,Spyglass Entertainment
8584,Roger Birnbaum Productions
8584,Touchstone Pictures
2320,Silver Pictures
2320,Warner Bros.
58224,Twentieth Century Fox Film Corporation
58224,Dune Entertainment
58224,Davis Entertainment
58224,Dune Entertainment III
1729,Casey Silver Productions
1729,China Film Co-Production Corporation
1729,Huayi Brothers
1729,Relativity Media
175574,Reel FX Creative Studios
175574,Relativity Media
8077,Twentieth Century Fox Film Corporation
8077,Brandywine Productions
8818,Hollywood Pictures
8818,Cinergi Pictures Entertainment
8195,United Artists
8195,FGM Entertainment
10586,Constellation Films
10586,Paramount
116149,The Weinstein Company
116149,StudioCanal
116149,TF1 Films Production
116149,Canal+
116149,Heyday Films
116149,Ciné+
116149,Anton Capital Entertainment (ACE)
116149,TF1
116149,Amazon Prime Instant Video
80035,Ingenious Film Partners
80035,Ingenious Media
80035,Twentieth Century Fox Film Corporation
80035,Dune Entertainment
80035,21 Laps Entertainment
80035,Dune Entertainment III
80035,Big Screen Productions
80035,Down Productions
10632,Lakeshore Entertainment
10632,Alphaville Films
12117,Spyglass Entertainment
12117,Touchstone Pictures
1792,Twentieth Century Fox Film Corporation
1792,Conundrum Entertainment
13260,New Line Cinema
13260,Donners' Company
13260,Mosaic Media Group
13260,Road Rebel
72197,Columbia Pictures
72197,Aardman Animations
72197,Sony Pictures Animation
3580,Imagine Entertainment
3580,Malpaso Productions
3580,Relativity Media
12123,Twentieth Century Fox Film Corporation
12123,Chicago Pacific Entertainment
12123,"Zanuck Company, The"
9566,TriStar Pictures
9566,Mandalay Entertainment
9833,Odyssey Entertainment
9833,Warner Bros.
9833,Scion Films
9833,Really Useful Films
4517,Universal Pictures
4517,StudioCanal
4517,Working Title Films
8202,Paramount Pictures
8202,Lakeshore Entertainment
8202,MTV Films
8202,Colossal Pictures
8202,Valhalla Motion Pictures
8202,MTV Productions
16072,Warner Bros. Pictures
16072,Turner Pictures
16072,Antietam Filmworks
34314,Metro-Goldwyn-Mayer (MGM)
34314,Rysher Entertainment
19724,Paramount Pictures
19724,Di Bonaventura Pictures
19724,Nickelodeon Movies
19724,Goldcrest Pictures
19724,Internationale Filmproduktion Stella-del-Sud Third
145220,Buena Vista
145220,Disney
14623,Studio Canal
14623,Working Title Films
14623,Tracy Films
42297,Bedford Falls Productions
2841,Gerber Pictures
2841,2003 Productions
2841,TF1 Films Production
2841,Canal+
2841,Warner Bros.
2841,Région Ile-de-France
2841,Tapioca Films
2841,Centre National de la Cinématographie (CNC)
2841,Région Bretagne
2841,Région Poitou-Charentes
802,Seven Arts Productions
802,Allied Artists
802,Transworld Pictures
10375,Universal Pictures
36586,New Line Cinema
36586,Amen Ra Films
36586,Milk & Honey
36586,Imaginary Forces
36586,Justin Pictures
36586,Linovo Productions GmbH & Co. KG
36586,Pacific Title and Art Studio
36586,Marvel Enterprises
11321,Columbia Pictures
11321,Escape Artists
11321,Relativity Media
11321,Overbrook Entertainment
70074,Dark Castle Entertainment
70074,After Dark Films
70074,IM Global
70074,Automatik Entertainment
70074,Silver Reel
70074,EMJAG Productions
70074,Millar Gough Ink
70074,Headshot Films
242,Paramount Pictures
9621,Paramount Pictures
9621,Cruise/Wagner Productions
9621,Vinyl Films
9621,KMP Film Invest
1819,Universal Pictures
1819,Kaplan/Perrone Entertainment
1819,MMCB Film Produktion 2004
8536,Warner Bros.
8536,Dovemead Films
8536,Film Export A.G.
8046,City Light Films
8046,Revolution Studios
8046,Casey Silver Productions
1717,Columbia Pictures Corporation
1717,Rising Star
1717,Relativity Media
1717,Phoenix Pictures
1717,VIP 4 Medienfonds
479,Paramount Pictures
479,Scott Rudin Productions
9444,Twentieth Century Fox Film Corporation
9444,Fox Animation Studios
9444,Fox Family Films
9444,The Big Gun Project
9444,Little Wolf Entertainment
824,Bazmark Films
824,Twentieth Century Fox Film Corporation
11456,Paramount Pictures
261023,Infinitum Nihil
261023,Head Gear Films
261023,Cross Creek Pictures
261023,Free State Pictures
261023,RatPac-Dune Entertainment
261023,Le Grisbi Productions
261023,Vendian Entertainment
3683,DreamWorks SKG
3683,Amblin Entertainment
3683,Malpaso Productions
3683,Warner Bros.
22803,"Film Department, The"
22803,Evil Twins
22803,Warp Films
285923,Big Talk Productions
285923,Yer Dead Productions
285923,"Weinstein Company, The"
285923,Dimension Films
285923,Troublemaker Studios
285923,Dartmouth International
285923,Eyetronics
285923,Rodriguez International Pictures
39437,Harpo Films
39437,Touchstone Pictures
1950,Village Roadshow Pictures
1950,Lonely Film Productions GmbH & Co. KG.
1950,Deuce Three Productions
1950,DiNovi Pictures
1950,Warner Bros.
640,Kemp Company
640,Splendid Pictures
640,Parkes/MacDonald Productions
97630,Columbia Pictures
97630,Annapurna Pictures
97630,First Light Production
9767,Universal Pictures
9767,Mosaic Media Group
9767,Wild West Picture Show Productions
11631,Universal Pictures
11631,Internationale Filmproduktion Richter
11631,Playtone
11631,Relativity Media
11631,Littlestar
32856,New Line Cinema
32856,Karz Entertainment
32856,Rice Films
6519,Village Roadshow Pictures
6519,Gerber Pictures
6519,Warner Bros.
6519,WV Films III
8741,Fox 2000 Pictures
8741,Phoenix Pictures
8741,Geisler-Roberdeau
49520,Universal Pictures
49520,Original Film
49520,Relativity Media
49520,Big Kid Pictures
1850,Mutual Film Company
524,Universal Pictures
524,Légende Entreprises
524,Syalis DA
524,De Fina-Cappa
26389,Apipoulaï
26389,M6 Films
26389,Canal+
26389,TPS Star
26389,Grive Productions
26389,EuropaCorp
26389,M6
26389,W9
11817,Metro-Goldwyn-Mayer (MGM)
2123,Twentieth Century Fox Film Corporation
2123,Conundrum Entertainment
9907,Paramount Pictures
9907,Nickelodeon Movies
9907,Paramount Animation
9969,Regency Enterprises
9969,New Regency Pictures
9969,Corduroy Films
9969,All Lit Up Productions
18239,Summit Entertainment
18239,Maverick Films
18239,Imprint Entertainment
18239,Sunswept Entertainment
18239,Temple Hill Entertainment
808,DreamWorks SKG
808,Pacific Data Images (PDI)
808,DreamWorks Animation
38050,Universal Pictures
38050,Media Rights Capital
38050,Gambit Pictures
38050,Electric Shepherd Productions
8367,Warner Bros.
8367,Morgan Creek Productions
9390,Gracie Films
9390,TriStar Pictures
72105,Universal Pictures
72105,Media Rights Capital
72105,Fuzzy Door Productions
2898,Gracie Films
2898,TriStar Pictures
10312,Universal Pictures
10312,Bungalow 78 Productions
10312,Blue Wolf
10312,Farrell/Minoff
109443,Paramount Pictures
109443,Gary Sanchez Productions
109443,Apatow Productions
2022,New Line Cinema
2022,Columbia Pictures Corporation
2022,Out of the Blue... Entertainment
2022,Happy Madison Productions
37686,Paramount Pictures
37686,Amblin Entertainment
37686,Bad Robot
37686,K/O Camera Toys
462,Jersey Films
9919,Paramount Pictures
187017,Columbia Pictures
187017,Original Film
187017,Media Rights Capital
187017,Metro-Goldwyn-Mayer (MGM)
187017,Cannell Studios
187017,LStar Capital
187017,33andOut Productions
187017,JHF Productions
628,Geffen Pictures
10201,Village Roadshow Pictures
10201,The Zanuck Company
10201,Heyday films
10201,Warner Bros.
302699,New Line Cinema
302699,Universal Pictures
302699,Bluegrass Films
302699,Principato-Young Entertainment
9441,Columbia Pictures
9441,1492 Pictures
274167,Paramount Pictures
274167,Gary Sanchez Productions
274167,Red Granite Pictures
224141,Walt Disney Pictures
224141,Marc Platt Productions
224141,Lucamar Productions
388,Imagine Entertainment
388,Universal Pictures
388,40 Acres & A Mule Filmworks
2112,Paramount Pictures
2112,Icon Entertainment International
10329,Paramount Pictures
10329,"Kennedy/Marshall Company, The"
74465,Twentieth Century Fox Film Corporation
74465,Dune Entertainment
74465,Vinyl Films
74465,LBI Entertainment
13811,Summit Entertainment
13811,Mystery Clock Cinema
13811,Escape Artists
13811,Goldcrest Pictures
13811,Kaplan/Perrone Entertainment
13811,Wintergreen Productions
6877,Paramount Pictures
6877,Scott Rudin Productions
6877,Failure to Launch Productions
10320,DreamWorks
10320,BenderSpink
10320,Parkes+MacDonald Image Nation
50646,Warner Bros.
8920,Twentieth Century Fox Film Corporation
8920,Davis Entertainment
8920,Twentieth Century Fox Animation
13673,Columbia Pictures
13673,1492 Pictures
13673,Revolution Studios
60308,Columbia Pictures
60308,Scott Rudin Productions
6950,Kopelson Entertainment
6950,Punch Productions
6950,Warner Bros.
6950,Arnold Kopelson Productions
225574,StudioCanal
225574,Silver Pictures
225574,TF1 Films Production
225574,Canal+
225574,Anton Capital Entertainment (ACE)
225574,TF1
225574,LOVEFiLM International
13836,Walt Disney Pictures
13836,Gunn Films
752,Studio Babelsberg
752,DC Comics
752,Virtual Studios
752,Anarchos Productions
752,Silver Pictures
752,Warner Bros.
752,Medienboard Berlin-Brandenburg
752,Fünfte Babelsberg Film
6038,Spyglass Entertainment
6038,Touchstone Pictures
6038,Birnbaum / Barber Productions
6038,Jackie Chan Films Limited
6038,All Knight Productions
9975,Imagine Entertainment
9975,Universal Pictures
9975,Universal Animation Studios
11451,Walt Disney Pictures
11451,Robert Simonds Productions
12103,Village Roadshow Pictures
12103,NPV Entertainment
12103,Regency Enterprises
12103,Kopelson Entertainment
12103,Epsilon Motion Pictures
12103,New Regency Pictures
12103,Furthur Films
60304,Paramount Pictures
60304,Studio Babelsberg
60304,MTV Films
60304,Gary Sanchez Productions
60304,Metro-Goldwyn-Mayer (MGM)
60304,Deutsche Filmförderfonds (DFFF)
2251,Regency Enterprises
2251,Fox 2000 Pictures
2251,Epsilon Motion Pictures
2251,Unfaithful Filmproduktion GmbH & Co. KG
46529,DreamWorks SKG
46529,Reliance BIG Entertainment
46529,Bay Films
46529,Touchstone Pictures
231,Section Eight
231,Warner Bros.
231,Participant Media
231,FilmWorks
231,4M
231,MID Foundation
300671,Paramount Pictures
300671,3 Arts Entertainment
300671,Bay Films
300671,Latina Pictures
300671,Dune Films
228326,Twentieth Century Fox Film Corporation
228326,Reel FX Creative Studios
228326,Twentieth Century Fox Animation
228326,Chatrone
9754,Village Roadshow Pictures
9754,Thunder Road Pictures
9754,Warner Bros.
9754,Beacon Pictures
9754,Jon Shestack Productions
66,Columbia Pictures
66,Castle Rock Entertainment
66,Malpaso Productions
4421,Caravan Pictures
4421,Hollywood Pictures
4421,First Independent Films
4421,Largo Entertainment
4421,Scott Free Productions
4421,Trap-Two-Zero Productions
2649,PolyGram Filmed Entertainment
2649,A&B Producoes
2649,Popaganda Films
588,Silent Hill DCP Inc.
588,Davis-Films
588,TriStar Pictures
588,Konami
10393,Warner Bros.
71552,Universal Pictures
9631,Regency Enterprises
9631,Warner Bros.
216282,New Line Cinema
216282,Village Roadshow Pictures
216282,Broken Road Productions
216282,RatPac-Dune Entertainment
306,Paramount Pictures
306,Eddie Murphy Productions
928,Amblin Entertainment
928,Warner Bros.
205587,Village Roadshow Pictures
205587,Warner Bros.
205587,Big Kid Pictures
205587,Team Downey
6623,DreamWorks SKG
1577,Impact Pictures
1577,Constantin Film Ltd.
9801,Miramax Films
9801,Universal Pictures
9801,Studio Canal
9801,Working Title Films
9801,Atlantic Television
9801,Little Bird
2116,Original Film
2116,Monarch Pictures
2116,Metro-Goldwyn-Mayer (MGM)
9624,Warner Bros.
14199,Troublemaker Studios
1907,Figment Films
4599,Touchstone Pictures
4599,Beacon Pictures
4599,Mandeville Films
22832,Studio Babelsberg
22832,Anarchos Productions
22832,Legendary Pictures
22832,Dark Castle Entertainment
22832,Silver Pictures
22832,Warner Bros.
22832,Medienboard Berlin-Brandenburg
22832,Deutsche Filmförderfonds (DFFF)
22832,Rocklock Films
10390,Universal Pictures
10390,Beacon Pictures
9879,Columbia Pictures
9879,Castle Rock Entertainment
38579,Twentieth Century Fox Film Corporation
44603,Amblin Entertainment
44603,Malpaso Productions
44603,Warner Bros.
44603,"Kennedy/Marshall Company, The"
11892,Castle Rock Entertainment
11892,Warner Bros.
11892,Schroeder Hoffman Productions
9691,Silver Pictures
9691,Canal+
9691,Warner Bros.
9691,Dino De Laurentiis Company
9691,Donner/Shuler-Donner Productions
9691,Evansgideon/Lazar
1248,Ingenious Film Partners
1248,ETIC Films
1248,Quinta Communications
1248,Dino De Laurentiis Company
1248,Zephyr Films
1248,Young Hannibal Productions
1248,Carthago Films S.a.r.l.
12220,Universal Pictures
12220,Castle Rock Entertainment
72710,Nick Wechsler Productions
72710,Open Road Films
72710,Silver Reel
72710,Chockstone Pictures
10782,Intermedia Films
10782,Krane Entertainment
9573,Malpaso Productions
9573,Warner Bros.
4959,Studio Babelsberg
4959,Atlas Entertainment
4959,Mosaic Media Group
4959,X-Filme Creative Pool
10061,Paramount Pictures
10061,Rysher Entertainment
10386,Warner Bros. Animation
421,Touchstone Pictures
421,American Empirical Pictures
316152,Larger Than Life Productions
316152,Vendian Entertainment
316152,Route One Films
11615,Mikona Productions GmbH & Co. KG
11615,Universal Pictures
11615,Intermedia Films
11615,Saturn Films
11615,Dirty Hands Productions
13498,Revolution Studios
13498,Bel Air Entertainment
241554,Vertigo Entertainment
241554,Energy Entertainment
241554,RatPac-Dune Entertainment
2252,BBC Films
2252,Serendipity Point Films
2252,Téléfilm Canada
2252,Astral Media
2252,Scion Films
2252,Focus Features
2252,Corus Entertainment
2252,Shine Pictures
2252,Kudos Film and Television
11968,Columbia Pictures Corporation
11968,Mandalay Pictures
11968,Metro-Goldwyn-Mayer (MGM)
10047,Columbia Pictures
10047,Gaumont
38319,Universal Pictures
38319,Stuber Productions
69668,Cliffjack Motion Pictures
69668,Morgan Creek Productions
9770,Warner Bros.
9770,Arnold Kopelson Productions
11212,Twentieth Century Fox Film Corporation
10533,Hollywood Pictures
10533,Cinergi Pictures Entertainment
38363,River Road Entertainment
38363,Participant Media
9923,New Line Cinema
9923,Davis-Films
9923,Metropolitan Filmexport
9923,Scott Free Productions
9923,Domino 17521
11863,Paramount Pictures
18501,Lakeshore Entertainment
18501,Lionsgate
109491,Alcon Entertainment
109491,Warner Bros.
109491,Belle Pictures
109491,3 Arts Entertainment
9275,Senator Film Produktion
9275,Mad Chance
9275,Warner Bros.
9275,Filmfour
329833,Scott Rudin Productions
329833,Red Hour Films
12634,Shangri-La Entertainment
12634,Material
12634,Taormina Productions
10416,Columbia Pictures
47327,Summit Entertainment
47327,Saturn Films
47327,Nu Image Films
47327,Millennium Films
